,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
18,1.8676119804382325,0.06998964409198288,0.21988439559936523,0.03427774953512555,0.505,100000.0,rbf,"{'C': 0.505, 'gamma': 100000.0, 'kernel': 'rbf'}",0.1,0.1,0.10306406685236769,0.10027855153203342,0.10027855153203342,0.10072423398328692,0.0011765299209996012,25
19,0.1281956195831299,0.012081402658501775,0.03351702690124512,0.004216298103345354,0.505,100000.0,linear,"{'C': 0.505, 'gamma': 100000.0, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
20,0.7492863655090332,0.03881595959632676,0.1454146385192871,0.015945845944286285,1.0,1e-05,rbf,"{'C': 1.0, 'gamma': 1e-05, 'kernel': 'rbf'}",0.8888888888888888,0.8527777777777777,0.8913649025069638,0.9387186629526463,0.8551532033426184,0.885380687093779,0.031208038876103062,18
21,0.14306001663208007,0.02832415593969447,0.0347083568572998,0.006922061249556681,1.0,1e-05,linear,"{'C': 1.0, 'gamma': 1e-05, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
22,1.0427361488342286,0.030809036904708372,0.09216442108154296,0.013196396494620666,1.0,0.0031622776601683794,rbf,"{'C': 1.0, 'gamma': 0.0031622776601683794, 'kernel': 'rbf'}",0.9555555555555556,0.925,0.9637883008356546,0.9832869080779945,0.9415041782729805,0.953826988548437,0.019763347221187933,1
23,0.12925333976745607,0.014460024957296518,0.02652878761291504,0.003763232885338303,1.0,0.0031622776601683794,linear,"{'C': 1.0, 'gamma': 0.0031622776601683794, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
24,1.6969922542572022,0.034515632643153354,0.23055644035339357,0.01755695600981235,1.0,1.0,rbf,"{'C': 1.0, 'gamma': 1.0, 'kernel': 'rbf'}",0.1,0.1,0.10306406685236769,0.20334261838440112,0.1894150417827298,0.13916434540389971,0.04693592488200749,22
25,0.1222729206085205,0.011709922109662518,0.030010175704956055,0.004936863901319241,1.0,1.0,linear,"{'C': 1.0, 'gamma': 1.0, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
26,1.7535815715789795,0.03894092798813415,0.23472514152526855,0.016473094919418955,1.0,316.22776601683796,rbf,"{'C': 1.0, 'gamma': 316.22776601683796, 'kernel': 'rbf'}",0.1,0.1,0.10306406685236769,0.10027855153203342,0.10027855153203342,0.10072423398328692,0.0011765299209996012,25
27,0.12498912811279297,0.010399256038633146,0.032115745544433597,0.005177230652402551,1.0,316.22776601683796,linear,"{'C': 1.0, 'gamma': 316.22776601683796, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
28,1.700754451751709,0.04016202132754844,0.1791550636291504,0.01695239755213325,1.0,100000.0,rbf,"{'C': 1.0, 'gamma': 100000.0, 'kernel': 'rbf'}",0.1,0.1,0.10306406685236769,0.10027855153203342,0.10027855153203342,0.10072423398328692,0.0011765299209996012,25
29,0.13414535522460938,0.01877769766368217,0.040627050399780276,0.007209737569454335,1.0,100000.0,linear,"{'C': 1.0, 'gamma': 100000.0, 'kernel': 'linear'}",0.9638888888888889,0.9194444444444444,0.9665738161559888,0.9637883008356546,0.924791086350975,0.9476973073351903,0.020977746264099654,7
